scripCode,tickSize,instType,lotSize,companyName,indices,groupName,industry,isinCode,expiry,strike,multiplier,optionType,tradingSymbol
6705,5.0,EQ,0,ONE97 COMMUNICATIONS LTD,"26002,26007,26037,26076,26081,26082",NA,Financial Technologies (Fintech),INE982J01020,,0.0,0.0,,PAYTM
6711,1.0,EQ,0,IL&FS INVESTMENT MANAGERS LTD,0,NA,Finance & Investments,INE050B01023,,0.0,0.0,,IVC
6713,5.0,EQ,0,MOLD-TEK PACKAGING LIMITED,"26011,26043",NA,Plastics - Plastic & Plastic Products,INE893J01029,,0.0,0.0,,MOLDTKPAC
6718,5.0,EQ,0,SAPPHIRE FOODS INDIA LIMITED,"26002,26011,26043,26080,26081,26082,26085",NA,Hotels / Resorts & Restaurants,INE806T01012,,0.0,0.0,,SAPPHIRE
6733,5.0,EQ,0,JINDAL STEEL & POWER LTD,"20004,26002,26011,26012,26034,26037,26041,26043,26044,26072,26082",NA,Steel - Sponge Iron,INE749A01030,,0.0,0.0,,JINDALSTEL
6764,1.0,BE,0,MARSHALL MACHINES LIMITED,0,NA,NA,INE00SZ01018,,0.0,0.0,,MARSHALL
6782,5.0,EQ,0,INDO NATIONAL LIMITED,0,NA,Dry Cells,INE567A01028,,0.0,0.0,,NIPPOBATRY
6792,1.0,EQ,0,SBC EXPORTS LIMITED,0,NA,Textiles - Readymade Apparels,INE04AK01028,,0.0,0.0,,SBC
6803,5.0,EQ,0,STEELCAST LIMITED,"26011,26043",NA,Castings/Foundry,INE124E01020,,0.0,0.0,,STEELCAS
6818,5.0,EQ,0,LATENT VIEW ANALYTICS LIMITED,"26002,26080,26081,26082",NA,Entertainment & Media,INE0I7C01011,,0.0,0.0,,LATENTVIEW
6836,1.0,EQ,0,FOCUS LIGHTING AND FIXTURES LIMITED,0,NA,NA,INE593W01028,,0.0,0.0,,FOCUS
6843,1.0,EQ,0,SARTHAK METALS LIMITED,0,NA,Steel - Wires,INE017W01010,,0.0,0.0,,SMLT
6848,5.0,EQ,0,GREENLAM INDUSTRIES LIMITED,"26011,26043",NA,Laminates,INE544R01021,,0.0,0.0,,GREENLAM
6860,1.0,BE,0,DHRUV CONSULTANCY SERVICES LIMITED,0,NA,Infrastructure - General,INE506Z01015,,0.0,0.0,,DHRUV
6863,5.0,EQ,0,BAJAJ HEALTHCARE LIMITED,"26011,26043",NA,Pharmaceuticals,INE411U01027,,0.0,0.0,,BAJAJHCARE
6908,5.0,EQ,0,VISHNU CHEMICALS LIMITED,0,NA,Chemicals - Inorganic - Others,INE270I01022,,0.0,0.0,,VISHNU
6913,1.0,EQ,0,RAJSHREE POLYPACK LIMITED,0,NA,NA,INE760W01015,,0.0,0.0,,RPPL
6943,5.0,EQ,0,TARSONS PRODUCTS LIMITED,"26011,26043,26082",NA,Medical Equipment & Accessories,INE144Z01023,,0.0,0.0,,TARSONS
6944,5.0,EQ,0,GANESHA ECOSPHERE,"26011,26043",NA,Textiles - Processing/Texturising,INE845D01014,,0.0,0.0,,GANECOS
6951,5.0,EQ,0,LINC LIMITED,"26011,26043",NA,Printing/Publishing/Stationery,INE802B01019,,0.0,0.0,,LINC
6961,1.0,EQ,0,MENON BEARINGS LIMITED,"26011,26043",NA,Bearings,INE071D01033,,0.0,0.0,,MENONBE
6964,5.0,EQ,0,GO FASHION (INDIA) LIMITED,"26011,26043,26082",NA,Retail - Apparel/Accessories,INE0BJS01011,,0.0,0.0,,GOCOLORS
6973,5.0,EQ,0,DMCC SPECIALITY CHEMICALS LIMITED,0,NA,Chemicals - Speciality,INE505A01010,,0.0,0.0,,DMCC
6994,5.0,EQ,0,BIRLASOFT LIMITED,"26002,26011,26036,26043,26072,26077,26080,26081,26082,26083",NA,IT Consulting & Software,INE836A01035,,0.0,0.0,,BSOFT
7016,5.0,EQ,0,SHIVALIK RASAYAN LIMITED,0,NA,Agro Chemicals/Pesticides,INE788J01021,,0.0,0.0,,SHIVALIK
7030,5.0,EQ,0,ASIAN ENERGY SERVICES LTD,0,NA,Oil Equipment & Services,INE276G01015,,0.0,0.0,,ASIANENE
7048,5.0,EQ,0,HESTER BIOSCIENCES LIMITED,0,NA,Pharmaceuticals,INE782E01017,,0.0,0.0,,HESTERBIO
7053,5.0,EQ,0,ACCELYA SOLUTIONS INDIA LIMITED,"26011,26043,26082",NA,IT Consulting & Software,INE793A01012,,0.0,0.0,,ACCELYA
7074,1.0,EQ,0,MIRAE ASSET HANG SENG TECH ETF,0,NA,NA,INF769K01HS7,,0.0,0.0,,MAHKTECH
7083,5.0,EQ,0,STAR HEALTH AND ALLIED INSURANCE COMPANY LIMITED,"26002,26011,26043,26076,26081,26082",NA,Finance - Non Life Insurance,INE575P01011,,0.0,0.0,,STARHEALTH
7094,5.0,BE,0,SEJAL GLASS LIMITED,0,NA,Glass & Glass Products,INE955I01044,,0.0,0.0,,SEJALLTD
7098,1.0,GB,0,SOVEREIGN GOLD BOND SCHEME 2021-22 û SERIES VIII,0,NA,NA,IN0020210228,,0.0,0.0,,SGBD29VIII
7105,5.0,EQ,0,TEGA INDUSTRIES LIMITED,"26011,26043,26082",NA,Engineering - General,INE011K01018,,0.0,0.0,,TEGA
7109,1.0,EQ,0,JULLUNDUR MOTOR AGENCY (DELHI) LIMITED,0,NA,NA,INE412C01023,,0.0,0.0,,JULLUMOTOR
7138,5.0,BE,0,ZODIAC ENERGY LIMITED,0,NA,Project Consultancy/Turnkey,INE761Y01019,,0.0,0.0,,ZODIAC
7145,5.0,EQ,0,ANAND RATHI WEALTH LIMITED,"26002,26011,26043,26080,26081,26082",NA,Finance & Investments,INE463V01026,,0.0,0.0,,ANANDRATHI
7165,1.0,BE,0,MIC ELECTRONICS LTD.,0,NA,Electronics - Equipment/Components,INE287C01037,,0.0,0.0,,MICEL
7177,5.0,EQ,0,RATEGAIN TRAVEL TECHNOLOGIES LIMITED,"26011,26043,26082",NA,IT Consulting & Software,INE0CLI01024,,0.0,0.0,,RATEGAIN
7196,1.0,EQ,0,BHARAT BOND ETF - APRIL 2032,0,NA,NA,INF754K01OB1,,0.0,0.0,,BBETF0432
7200,1.0,EQ,0,SHRIRAM PROPERTIES LIMITED,"26011,26043",NA,Construction / Contracting & Engineering,INE217L01019,,0.0,0.0,,SHRIRAMPPS
7211,1.0,EQ,0,JET FREIGHT LOGISTICS LIMITED,0,NA,Logistics - Warehousing/Supply Chain/Others,INE982V01025,,0.0,0.0,,JETFREIGHT
7218,1.0,EQ,0,SBI - ETF QUALITY,26048,NA,NA,INF200KA1WX6,,0.0,0.0,,SBIETFQLTY
7227,5.0,EQ,0,C.E. INFO SYSTEMS LIMITED,"26002,26011,26043,26080,26081,26082",NA,IT Consulting & Software,INE0BV301023,,0.0,0.0,,MAPMYINDIA
7229,5.0,EQ,0,HCL TECHNOLOGIES LIMITED,"20000,26002,26008,26011,26012,26029,26037,26038,26043,26044,26047,26055,26058,26072,26082",NA,IT Consulting & Software,INE860A01027,,0.0,0.0,,HCLTECH
7242,5.0,EQ,0,METRO BRANDS LIMITED,"26002,26011,26043,26076,26081,26082",NA,Footwears,INE317I01021,,0.0,0.0,,METROBRAND
7254,5.0,EQ,0,MEDPLUS HEALTH SERVICES LIMITED,"26002,26011,26043,26080,26081,26082,26088",NA,Pharmaceuticals,INE804L01022,,0.0,0.0,,MEDPLUS
7276,1.0,EQ,0,UDAIPUR CEMENT WORKS LTD,0,NA,Cement,INE225C01029,,0.0,0.0,,UDAICEMENT
7287,1.0,EQ,0,JTL INDUSTRIES LIMITED,26082,NA,Steel - Tubes/Pipes,INE391J01024,,0.0,0.0,,JTLIND
7325,1.0,EQ,0,DCM SHRIRAM INDUSTRIES LIMITED,0,NA,Sugar,INE843D01027,,0.0,0.0,,DCMSRIND
7331,5.0,SM,0,EURO PANEL PRODUCTS LTD,0,NA,NA,INE505V01016,,0.0,0.0,,EUROBOND
7339,1.0,EQ,0,ADITYA BIRLA SUN LIFE NIFTY NEXT 50 ETF,26048,NA,NA,INF209KB16D7,,0.0,0.0,,ABSLNN50ET
7353,1.0,EQ,0,SBI-ETF NIFTY JUNIOR UNITS OF RS. 10/- EACH OF SBI MUTUAL FUND - SBI-ETF NIFTY NEXT,26048,NA,NA,INF200KA1598,,0.0,0.0,,SETFNN50
7358,5.0,EQ,0,DATA PATTERNS (INDIA) LIMITED,"26002,26036,26080,26081,26082",NA,Aerospace & Defense,INE0IX101010,,0.0,0.0,,DATAPATTNS
7361,1.0,EQ,0,SBI-ETF NIFTY BANK,"26011,26043,26048",NA,NA,INF200KA1580,,0.0,0.0,,SETFNIFBK
7366,1.0,BE,0,TRIGYN TECHNOLOGIES LTD,0,NA,IT Consulting & Software,INE948A01012,,0.0,0.0,,TRIGYN
7374,5.0,EQ,0,STRIDES PHARMA SCIENCE LIMITED,"26011,26043,26082,26088",NA,Pharmaceuticals,INE939A01011,,0.0,0.0,,STAR
7376,1.0,EQ,0,HP ADHESIVES LIMITED,"26011,26043",NA,Chemicals - Speciality,INE0GSL01024,,0.0,0.0,,HPAL
7377,1.0,N7,0,"NTPC LTD - 8.49% SECURED, NON-CUMULATIVE, NON-CONVERTIBLE,REDEEMABLE, TAXABLE FULLY PAID UP BONUS DEBENTURES",0,NA,NA,INE733E07JP6,,0.0,0.0,,NTPCN7
7385,5.0,SM,0,FOCE INDIA LIMITED,0,NA,NA,INE0I7D01019,,0.0,0.0,,FOCE
7390,5.0,EQ,0,SUPRIYA LIFESCIENCE LIMITED,"26011,26043,26082",NA,Pharmaceuticals,INE07RO01027,,0.0,0.0,,SUPRIYA
7401,5.0,EQ,0,RAJESH EXPORTS LTD,"26002,26011,26043,26066,26080,26081,26082",NA,Gems / Jewellery & Precious Metails,INE343B01030,,0.0,0.0,,RAJESHEXPO
7406,5.0,EQ,0,GLENMARK PHARMACEUTICALS,"26002,26011,26028,26036,26043,26068,26072,26077,26080,26081,26082,26083,26084,26088",NA,Pharmaceuticals,INE935A01035,,0.0,0.0,,GLENMARK
7412,1.0,EQ,0,KOTAK NIFTY ALPHA 50 ETF,0,NA,NA,INF174KA1IA5,,0.0,0.0,,ALPHA
7417,1.0,BE,0,MANAKSIA COATED METALS & INDUSTRIES LIMITED,0,NA,Aluminium - Sheets/Coils/Wires,INE830Q01018,,0.0,0.0,,MANAKCOAT
7422,1.0,EQ,0,MOTILAL OSWAL NASDAQ Q 50 ETF,0,NA,NA,INF247L01AU3,,0.0,0.0,,MONQ50
7427,1.0,BE,0,MANAKSIA ALUMINIUM COMPANY LIMITED,0,NA,Aluminium,INE859Q01017,,0.0,0.0,,MANAKALUCO
7429,1.0,BE,0,HEC INFRA PROJECTS LIMITED,0,NA,NA,INE558R01013,,0.0,0.0,,HECPROJECT
7450,1.0,BE,0,NILA SPACES LIMITED,0,NA,Construction / Contracting & Engineering,INE00S901012,,0.0,0.0,,NILASPACES
7451,1.0,EQ,0,DSP NIFTY 50 ETF,0,NA,NA,INF740KA1CL0,,0.0,0.0,,NIFTY50ADD
7456,1.0,EQ,0,DSP NIFTY MIDCAP 150 QUALITY 50 ETF,0,NA,NA,INF740KA1QL0,,0.0,0.0,,MIDQ50ADD
7457,1.0,EQ,0,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,0,NA,Hotels / Resorts & Restaurants,INE293B01029,,0.0,0.0,,HAVISHA
7463,1.0,EQ,0,MANAKSIA STEELS LIMITED,0,NA,Steel,INE824Q01011,,0.0,0.0,,MANAKSTEEL
7497,5.0,BE,0,WOCKHARDT LIMITED,26082,NA,Pharmaceuticals,INE049B01025,,0.0,0.0,,WOCKPHARMA
7508,5.0,EQ,0,ZEN TECHNOLOGIES LIMITED,26082,NA,Aerospace & Defense,INE251B01027,,0.0,0.0,,ZENTEC
7537,1.0,BE,0,LCC INFOTECH LTD,0,NA,Education - Coaching/Study Material/Others,INE938A01021,,0.0,0.0,,LCCINFOTEC
7553,5.0,EQ,0,NRB BEARING LIMITED,"26011,26043,26082",NA,Bearings,INE349A01021,,0.0,0.0,,NRBBEARING
7560,1.0,EQ,0,UNITED POLYFAB GUJARAT LIMITED,0,NA,NA,INE368U01011,,0.0,0.0,,UNITEDPOLY
7603,5.0,EQ,0,CMS INFO SYSTEMS LIMITED,"26011,26043,26082",NA,Services - Others,INE925R01014,,0.0,0.0,,CMSINFO
7605,1.0,BE,0,TREJHARA SOLUTIONS LIMITED,0,NA,IT Consulting & Software,INE00CA01015,,0.0,0.0,,TREJHARA
7610,5.0,SM,0,VIVO COLLABORATION SOLUTIONS LIMITED,0,NA,NA,INE0IA701014,,0.0,0.0,,VIVO
7623,1.0,BE,0,ALPS INDUSTRIES LIMITED,0,NA,Textiles - General,INE093B01015,,0.0,0.0,,ALPSINDUS
7634,1.0,BE,0,SHREE RAMA MULTI-TECH LIMITED,0,NA,Packaging & Containers,INE879A01019,,0.0,0.0,,SHREERAMA
7640,1.0,N7,0,IIFL HOME FIN LTD SEC  RED NCD SER I 8.24%,0,NA,NA,INE477L07AL3,,0.0,0.0,,IIHFLN7
7645,1.0,N8,0,IIFL HOME FIN LTD SEC  RED NCD SER II 8.25%,0,NA,NA,INE477L07AM1,,0.0,0.0,,IIHFLN8
7648,1.0,N9,0,IIFL HOME FIN LTD SEC  RED NCD SER III 8.51%,0,NA,NA,INE477L07AN9,,0.0,0.0,,IIHFLN9
7654,1.0,GB,0,2.50%GOLDBONDS2026SR-IV,0,NA,NA,IN0020180389,,0.0,0.0,,SGBDEC26
7662,1.0,NA,0,IIFL HOME FIN LTD SEC  RED NCD SER IV 8.50%,0,NA,NA,INE477L07AO7,,0.0,0.0,,IIHFLNA
7666,1.0,NB,0,IIFL HOME FIN LTD SEC  RED NCD SER V 8.50%,0,NA,NA,INE477L07AP4,,0.0,0.0,,IIHFLNB
7668,1.0,NC,0,IIFL HOME FIN LTD SEC  RED NCD SER VI 8.76%,0,NA,NA,INE477L07AQ2,,0.0,0.0,,IIHFLNC
7671,1.0,ND,0,IIFL HOME FIN LTD SEC  RED NCD SER VII 8.74%,0,NA,NA,INE477L07AR0,,0.0,0.0,,IIHFLND
7672,1.0,EQ,0,IMAGICAAWORLD ENTERTAINMENT LIMITED,0,NA,Amusement Parks/Recreation,INE172N01012,,0.0,0.0,,IMAGICAA
7674,1.0,NE,0,IIFL HOME FIN LTD SEC  RED NCD SER VIII8.75%,0,NA,NA,INE477L07AS8,,0.0,0.0,,IIHFLNE
7679,5.0,EQ,0,MONARCH NETWORTH CAPITAL LIMITED,0,NA,Finance & Investments,INE903D01011,,0.0,0.0,,MONARCH
7750,1.0,BE,0,TWENTYFIRST CENTURY MANAGEMENT SERVICES LIMITED,0,NA,Capital Markets Related Services,INE253B01015,,0.0,0.0,,21STCENMGM
7752,1.0,Y4,0,INDIABULLS HOUSING FINANCE LIMITED SEC RE NCD 8.50% SR.IV,0,NA,NA,INE148I07KW2,,0.0,0.0,,IBULHSGFINY4
7755,1.0,Y5,0,INDIABULLS HOUSING FINANCE LIMITED SEC RE NCD 9% SR.IV,0,NA,NA,INE148I07KX0,,0.0,0.0,,IBULHSGFINY5
7757,1.0,Y6,0,INDIABULLS HOUSING FINANCE LIMITED SEC RE NCD SR.V,0,NA,NA,INE148I07KY8,,0.0,0.0,,IBULHSGFINY6
7759,1.0,BE,0,ABAN OFFSHORE LIMITED,0,NA,Oil Drilling And Exploration,INE421A01028,,0.0,0.0,,ABAN
7761,1.0,Y7,0,INDIABULLS HOUSING FINANCE LIMITED SEC RE NCD 8.20% SR.VI,0,NA,NA,INE148I07KZ5,,0.0,0.0,,IBULHSGFINY7
7763,1.0,Y8,0,INDIABULLS HOUSING FINANCE LIMITED SEC RE NCD 8.66% SR.VI,0,NA,NA,INE148I07LA6,,0.0,0.0,,IBULHSGFINY8
7765,1.0,Y9,0,INDIABULLS HOUSING FINANCE LIMITED SEC RE NCD 8.75% SR.VII,0,NA,NA,INE148I07LB4,,0.0,0.0,,IBULHSGFINY9
7769,1.0,YA,0,INDIABULLS HOUSING FINANCE LIMITED SEC RE NCD 9.25% SR.VII,0,NA,NA,INE148I07LC2,,0.0,0.0,,IBULHSGFINYA
7772,1.0,YB,0,INDIABULLS HOUSING FINANCE LIMITED SEC RE NCD 8.43% SR.VIII,0,NA,NA,INE148I07LD0,,0.0,0.0,,IBULHSGFINYB
7777,1.0,YC,0,INDIABULLS HOUSING FINANCE LIMITED SEC RE NCD 8.89% SR.VIII,0,NA,NA,INE148I07LE8,,0.0,0.0,,IBULHSGFINYC
7780,5.0,EQ,0,BRAND CONCEPTS LIMITED,0,NA,Plastics - Plastic & Plastic Products,INE977Y01011,,0.0,0.0,,BCONCEPTS
7787,5.0,SM,0,A B COTSPIN INDIA LIMITED,0,NA,NA,INE08PH01015,,0.0,0.0,,ABCOTS
7791,1.0,EQ,0,UNIINFO TELECOM SERVICES LIMITED,0,NA,NA,INE481Z01011,,0.0,0.0,,UNIINFO
7795,1.0,BE,0,AMJ LAND HOLDINGS LIMITED,0,NA,Construction / Contracting & Engineering,INE606A01024,,0.0,0.0,,AMJLAND
7800,5.0,SM,0,TIMESCAN LOGISTICS IND LTD,0,NA,NA,INE0IJY01014,,0.0,0.0,,TIMESCAN
7835,5.0,EQ,0,WONDER ELECTRICALS LIMITED,0,NA,Domestic Appliances,INE02WG01016,,0.0,0.0,,WEL
7838,1.0,EQ,0,TATA NIFTY EXCHANGE TRADED FUND,26048,NA,NA,INF277K015R5,,0.0,0.0,,NETF
7844,1.0,EQ,0,ICICI PRUDENTIAL NIFTY AUTO ETF,0,NA,NA,INF109KC10V2,,0.0,0.0,,AUTOIETF
7851,5.0,EQ,0,RAMCO SYSTEMS LTD.,0,NA,IT Consulting & Software,INE246B01019,,0.0,0.0,,RAMCOSYS
7852,1.0,EQ,0,INOX WIND LIMITED,"26002,26080,26081,26082",NA,Engineering - Heavy,INE066P01011,,0.0,0.0,,INOXWIND
7853,5.0,BE,0,BHARTIYA INETRNATIONAL LIMITED,0,NA,Leather/Synthetic Products,INE828A01016,,0.0,0.0,,BIL
7866,5.0,BE,0,GE POWER INDIA LIMITED,0,NA,Infrastructure - General,INE878A01011,,0.0,0.0,,GEPIL
7873,1.0,BE,0,ZODIAC CLOTHING COMPANY LIMITE,0,NA,Textiles - Readymade Apparels,INE206B01013,,0.0,0.0,,ZODIACLOTH
7879,1.0,GB,0,SGB SCHEME 2021-22 û SERIES IX,0,NA,NA,IN0020210236,,0.0,0.0,,SGBJAN30IX
7880,1.0,EQ,0,NIPPON INDIA NIFTY AUTO ETF,0,NA,NA,INF204KC1337,,0.0,0.0,,AUTOBEES
7885,1.0,BE,0,KREBS BIOCHEMICALS INDUST LTD.,0,NA,Pharmaceuticals,INE268B01013,,0.0,0.0,,KREBSBIO
7886,1.0,EQ,0,MAHALAXMI RUBTECH LIMITED,0,NA,Rubber Processing/Rubber Products,INE112D01035,,0.0,0.0,,MHLXMIRU
7902,1.0,EQ,0,LAKSHMI FINAN & INDUS.CORP.LTD,0,NA,NA,INE850E01012,,0.0,0.0,,LFIC
7915,5.0,BE,0,EIMCO ELECON (INDIA) LIMITED,0,NA,Engineering - Heavy,INE158B01016,,0.0,0.0,,EIMCOELECO
7927,1.0,EQ,0,AGS TRANSACT TECHNOLOGIES LIMITED,0,NA,Financial Technologies (Fintech),INE583L01014,,0.0,0.0,,AGSTRA
7929,5.0,EQ,0,ZYDUS LIFESCIENCES LIMITED,"20004,26002,26011,26012,26028,26037,26043,26068,26072,26077,26082",NA,Pharmaceuticals,INE010B01027,,0.0,0.0,,ZYDUSLIFE
7930,1.0,BE,0,THE BYKE HOSPITALITY LIMITED,0,NA,Hotels / Resorts & Restaurants,INE319B01014,,0.0,0.0,,BYKE
7936,5.0,EQ,0,AVANTI FEEDS LIMITED,"26002,26011,26043,26080,26081,26082",NA,Animal/Shrimp Feed,INE871C01038,,0.0,0.0,,AVANTIFEED
7942,1.0,EQ,0,ICICI PRUDENTIAL SILVER ETF,"26011,26043",NA,NA,INF109KC1Y56,,0.0,0.0,,SILVERIETF
7950,5.0,SM,0,PRECISION METALIKS LTD,0,NA,NA,INE0HKW01018,,0.0,0.0,,PRECISION
7965,5.0,EQ,0,MALLCOM (INDIA) LIMITED,0,NA,Leather/Synthetic Products,INE389C01015,,0.0,0.0,,MALLCOM
7975,1.0,NR,0,ECL FINANCE LIMITED - 10.15% SECURED REDEEMABLE NON-CONVERTIBLE DEBENTURES,0,NA,NA,INE804IA7014,,0.0,0.0,,ECLFINANCENR
7979,1.0,EQ,0,MIRAE ASSET NIFTY INDIA MANUFACTU ETF,0,NA,NA,INF769K01IB1,,0.0,0.0,,MAKEINDIA
7982,5.0,EQ,0,GARWARE HI-TECH FILMS LIMITED,26082,NA,Packaging & Containers,INE291A01017,,0.0,0.0,,GRWRHITECH
7986,1.0,NS,0,ECL FINANCE LIMITED - 10.60% SECURED REDEEMABLE NON-CONVERTIBLE DEBENTURES,0,NA,NA,INE804IA7022,,0.0,0.0,,ECLFINANCENS
8003,1.0,EQ,0,ADITYA BIRLA SUN LIFE SILVER ETF,0,NA,NA,INF209KB19F6,,0.0,0.0,,SILVER
8024,1.0,EQ,0,CINEVISTA LIMITED,0,NA,Entertainment & Media,INE039B01026,,0.0,0.0,,CINEVISTA
8050,5.0,EQ,0,MAHINDRA LIFESPACE DEVELOP LTD,"26002,26011,26021,26043,26080,26081,26082",NA,Realty,INE813A01018,,0.0,0.0,,MAHLIFE
8054,1.0,EQ,0,KARNATAKA BANK LIMITED,"26011,26043,26082",NA,Finance - Banks - Private Sector,INE614B01018,,0.0,0.0,,KTKBANK
8059,1.0,NV,0,"DHANI LOANS AND SERVICES LIMITED SEC,RED, NCD V 10.99%",0,NA,NA,INE614X07365,,0.0,0.0,,DHANILOANSNV
8062,1.0,NW,0,"DHANI LOANS AND SERVICES LIMITED SEC,RED, NCD VI 11.00%",0,NA,NA,INE614X07373,,0.0,0.0,,DHANILOANSNW
8067,1.0,NX,0,"DHANI LOANS AND SERVICES LIMITED SEC,RED, NCD VII 11.00%",0,NA,NA,INE614X07381,,0.0,0.0,,DHANILOANSNX
8075,5.0,EQ,0,DALMIA BHARAT LIMITED,"26002,26007,26011,26014,26037,26041,26043,26072,26076,26081,26082,26085",NA,Cement,INE00R701025,,0.0,0.0,,DALBHARAT
8077,1.0,EQ,0,KOTAK NIFTY MIDCAP 50 ETF,0,NA,NA,INF174KA1IB3,,0.0,0.0,,MIDCAP
8080,1.0,EQ,0,NIPPON INDIA SILVER ETF,"26011,26043",NA,NA,INF204KC1402,,0.0,0.0,,SILVERBEES
8097,5.0,BE,0,CROWN LIFTERS LTD,0,NA,NA,INE491V01019,,0.0,0.0,,CROWN
8109,1.0,BE,0,OIL COUNTRY TUBULAR LTD,0,NA,Oil Equipment & Services,INE591A01010,,0.0,0.0,,OILCOUNTUB
8110,5.0,EQ,0,ADANI WILMAR LIMITED,"26002,26076,26081,26082",NA,Edible Oils & Solvent Extraction,INE699H01024,,0.0,0.0,,AWL
8119,5.0,EQ,0,RPSG VENTURES LIMITED,0,NA,IT Enabled Services,INE425Y01011,,0.0,0.0,,RPSGVENT
8124,5.0,EQ,0,AJANTA PHARMA LIMITED,"26002,26011,26043,26076,26081,26082,26088",NA,Pharmaceuticals,INE031B01049,,0.0,0.0,,AJANTPHARM
8139,1.0,BE,0,BLB LIMITED,0,NA,Finance & Investments,INE791A01024,,0.0,0.0,,BLBLIMITED
8146,1.0,EQ,0,DEV INFORMATION TECHNOLOGY LIMITED,0,NA,IT Consulting & Software,INE060X01026,,0.0,0.0,,DEVIT
8153,5.0,EQ,0,MEGASTAR FOODS LIMITED,0,NA,Food Processing & Packaging,INE00EM01016,,0.0,0.0,,MEGASTAR
8159,1.0,EQ,0,FIBERWEB (INDIA) LIMITED,0,NA,Plastics - Plastic & Plastic Products,INE296C01020,,0.0,0.0,,FIBERWEB
8163,1.0,EQ,0,SPENCERS RETAIL LIMITED,0,NA,Retail - Departmental Stores,INE020801028,,0.0,0.0,,SPENCERS
8164,5.0,BE,0,BLACK BOX LIMITED,0,NA,IT Consulting & Software,INE676A01027,,0.0,0.0,,BBOX
8167,5.0,EQ,0,VEDANT FASHIONS LIMITED,"26002,26011,26043,26076,26081,26082",NA,Retail - Apparel/Accessories,INE825V01034,,0.0,0.0,,MANYAVAR
8176,1.0,BE,0,SAGARDEEP ALLOYS LTD,0,NA,NA,INE976T01013,,0.0,0.0,,SAGARDEEP
8182,1.0,EQ,0,MOTILAL OSWAL NIFTY 200 MOMENTUM 30 ETF,0,NA,NA,INF247L01BK2,,0.0,0.0,,MOMOMENTUM
8188,1.0,BE,0,PEARL POLYMERS LTD,0,NA,Plastics - Plastic & Plastic Products,INE844A01013,,0.0,0.0,,PEARLPOLY
8208,5.0,SM,0,RICHA INFO SYSTEMS LTD,0,NA,NA,INE0J1P01015,,0.0,0.0,,RICHA
8259,5.0,SM,0,VAIDYA SANE AYUR LAB LTD,0,NA,NA,INE0JR301013,,0.0,0.0,,MADHAVBAUG
8266,5.0,EQ,0,SOFTTECH ENGINEERS LIMITED,0,NA,IT Consulting & Software,INE728Z01015,,0.0,0.0,,SOFTTECH
8304,1.0,EQ,0,PRITI INTERNATIONAL LIMITED,0,NA,NA,INE974Z01015,,0.0,0.0,,PRITI
8308,1.0,GB,0,2.50%GOLDBONDS2027SR-V SGBJAN27,0,NA,NA,IN0020180462,,0.0,0.0,,SGBJAN27
8311,5.0,EQ,0,BLUE STAR LIMITED,"26002,26011,26036,26043,26066,26080,26081,26082,26083,26084",NA,Air Conditioners,INE472A01039,,0.0,0.0,,BLUESTARCO
8341,1.0,EQ,0,CALIFORNIA SOFTWARE COMPANY LIMITED,0,NA,IT Consulting & Software,INE526B01014,,0.0,0.0,,CALSOFT
8342,1.0,EQ,0,ICICI PRUDENTIAL NIFTY 5 YR BENCHMARK G-SEC ETF,0,NA,NA,INF109KC14A8,,0.0,0.0,,GSEC5IETF
8394,5.0,SM,0,SHIGAN QUANTUM TECH LTD,0,NA,NA,INE03KJ01013,,0.0,0.0,,SHIGAN
8401,1.0,GB,0,SGB 2.50% SERIES X FY 2021-22,0,NA,NA,IN0020210319,,0.0,0.0,,SGBMAR30X
8412,1.0,BE,0,GUJARAT LEASE FINANCE LIMITED,0,NA,Finance & Investments,INE540A01017,,0.0,0.0,,GLFL
8413,1.0,EQ,0,MIRAE ASSET NIFTY MIDCAP 150 ETF,0,NA,NA,INF769K01IC9,,0.0,0.0,,MIDCAPETF
8424,1.0,EQ,0,VIPUL LIMITED,0,NA,Construction / Contracting & Engineering,INE946H01037,,0.0,0.0,,VIPULLTD
8426,1.0,BE,0,RS SOFTWARE INDIA LIMITED,0,NA,IT Consulting & Software,INE165B01029,,0.0,0.0,,RSSOFTWARE
8428,1.0,BE,0,RAJ RAYON INDUSTRIES LIMITED,0,NA,Textiles - Processing/Texturising,INE533D01032,,0.0,0.0,,RAJRILTD
8469,1.0,EQ,0,MITCON CONSULTANCY & ENGG SERVICES LIMITED,0,NA,NA,INE828O01033,,0.0,0.0,,MITCON
8477,1.0,EQ,0,XELPMOC DESIGN AND TECH LIMITED,0,NA,IT Consulting & Software,INE01P501012,,0.0,0.0,,XELPMOC
8479,5.0,EQ,0,TVS MOTOR COMPANY LIMITED,"20004,26002,26011,26012,26033,26037,26043,26072,26077,26082",NA,Auto - 2 & 3 Wheelers,INE494B01023,,0.0,0.0,,TVSMOTOR
8506,1.0,EQ,0,NIPPON INDIA ETF NIFTY MIDCAP 150,"26011,26043",NA,NA,INF204KB1V68,,0.0,0.0,,MID150BEES
8510,1.0,EQ,0,GATEWAY DISTRIPARKS LIMITED,"26011,26043,26082",NA,Logistics - Warehousing/Supply Chain/Others,INE079J01017,,0.0,0.0,,GATEWAY
